Zeit;Waermebedarf;Strombedarf;DayAhead_Preis;PV;E_Mob
6098400;0,000150044;0,000137748;-1,399616;5,85E-04;0
6102000;0,000150044;0,000133702;-1,399616;4,95E-04;0
6105600;0,000154341;0,00013082;-1,399616;2,88E-04;0
6109200;0,000162935;0,000129332;62,61743;6,60E-05;0
6112800;0,00017153;0,00013039;62,61743;1,52E-05;0
6116400;0,000178692;0,000135272;62,61743;0,00E+00;0
6120000;0,000183705;0,000136338;62,61743;0;0
6123600;0,000181915;0,000128677;58,781246;0;0
6127200;0,0001658;0,000122865;58,781246;0;0
6130800;0,000141449;0,000120566;58,781246;0;0
6134400;0,000104923;0,000114219;58,781246;0;0,00E+00
6138000;8,60E-05;0,00010699;62,790386;0;0,00E+00
6141600;9,43E-05;0,000102844;62,790386;0;0,00E+00
6145200;8,86E-05;9,97E-05;62,790386;0;0,00E+00
6148800;9,61E-05;9,91E-05;62,790386;0;0,00E+00
6152400;0,000129932;9,95E-05;4,890917;0;2,00E+00
6156000;0,000193772;9,85E-05;4,890917;9,71E-06;2,00E+00
6159600;0,000197151;9,69E-05;4,890917;3,22E-05;2
6163200;0,000189641;9,89E-05;4,890917;0,000217474;2,00E+00
6166800;0,000184759;0,000105949;24,461285;0,000365127;2,00E+00
6170400;0,000174244;0,000111512;24,461285;0,000507517;2,00E+00
6174000;0,00016786;0,000114807;24,461285;0,000619336;2,00E+00
6177600;0,000162603;0,000116149;24,461285;0,000654872;2,00E+00
6181200;0,000159599;0,000115437;3,149771;0,000637809;2
6184800;0,000157346;0,000112523;3,149771;0,000585478;2
6188400;0,000157346;0,000110056;3,149771;0,000473509;2
6192000;0,000161852;0,000108814;3,149771;0,00028407;2
6195600;0,000170864;0,000109158;-28,15138;6,49E-05;0
6199200;0,000179877;0,000111997;-28,15138;1,55E-05;0
6202800;0,000187388;0,000117394;-28,15138;0;0
6206400;0,000192645;0,000118219;-28,15138;0;0
6210000;0,000190767;0,00011109;41,159252;0;0
6213600;0,000173869;0,000107574;41,159252;0;0
6217200;0,000148333;0,000107502;41,159252;0;0
6220800;0,000110029;0,00010233;41,159252;0;0,00E+00
6224400;8,27E-05;9,90E-05;74,07596;0;0,00E+00
6228000;9,07E-05;9,43E-05;74,07596;0;0,00E+00
6231600;8,53E-05;9,09E-05;74,07596;0;0,00E+00
6235200;9,25E-05;8,99E-05;74,07596;0;0,00E+00
6238800;0,000125016;8,94E-05;68,61262;0;0,00E+00
6242400;0,000186439;8,84E-05;68,61262;9,73E-06;0,00E+00
6246000;0,000189691;8,52E-05;68,61262;3,26E-05;0
6249600;0,000182465;8,54E-05;68,61262;0,000219245;0,00E+00
6253200;0,000177768;9,11E-05;64,15584;0,000372995;0,00E+00
6256800;0,000167651;9,66E-05;64,15584;0,000570523;0,00E+00
6260400;0,000161508;0,000100437;64,15584;0,000628952;0,00E+00
6264000;0,00015645;0,000105273;64,15584;0,000633194;0,00E+00
6267600;0,00015356;0,000106002;32,002697;0,000587821;2
6271200;0,000151392;0,000102045;32,002697;0,000530166;2
6274800;0,000151392;9,93E-05;32,002697;0,000505815;2
6278400;0,000155727;9,83E-05;32,002697;0,000283833;2
6282000;0,000164399;9,80E-05;35,837303;6,97E-05;2
6285600;0,000173071;0,000101444;35,837303;1,75E-05;2
6289200;0,000180297;0,00010898;35,837303;0;2
6292800;0,000185355;0,000112715;35,837303;0;2
6296400;0,000183549;0,000107829;63,72646;0;2
6300000;0,00016729;0,000105103;63,72646;0;2
6303600;0,00014272;0,000105779;63,72646;0;2
6307200;0,000105866;0,000101345;63,72646;0;2,00E+00
6310800;8,10E-05;9,86E-05;44,740696;0;0,00E+00
6314400;8,88E-05;9,58E-05;44,740696;0;0,00E+00
6318000;8,34E-05;9,63E-05;44,740696;0;0,00E+00
6321600;9,05E-05;9,70E-05;44,740696;0,00E+00;0,00E+00
6325200;0,000122341;9,99E-05;27,596287;0,00E+00;0,00E+00
6328800;0,00018245;0,000104999;27,596287;9,90E-06;0,00E+00
6332400;0,000185633;0,00011785;27,596287;4,24E-05;0
6336000;0,000178561;0,00012836;27,596287;2,21E-04;0,00E+00
6339600;0,000173964;0,000134087;1,087453;3,98E-04;2,00E+00
6343200;0,000164064;0,000135221;1,087453;5,38E-04;2,00E+00
6346800;0,000158053;0,000136402;1,087453;6,51E-04;2,00E+00
6350400;0,000153103;0,000138518;1,087453;6,92E-04;2,00E+00
6354000;0,000150274;0,000138379;26,262566;6,79E-04;2
6357600;0,000148153;0,00013886;26,262566;5,75E-04;2
6361200;0,000148153;0,000138324;26,262566;4,92E-04;2
6364800;0,000152396;0,000137579;26,262566;3,11E-04;2
6368400;0,000160882;0,00013579;-12,305744;1,00E-04;0
6372000;0,000169368;0,000136531;-12,305744;1,00E-05;0
6375600;0,000176439;0,000142358;-12,305744;0,00E+00;0
6379200;0,00018139;0,000144247;-12,305744;0,00E+00;0
6382800;0,000179622;0,0001358;-13,648671;0,00E+00;0
6386400;0,00016371;0,00012817;-13,648671;0,00E+00;0
6390000;0,000139666;0,000123059;-13,648671;0,00E+00;0
6393600;0,000103601;0,000114731;-13,648671;0,00E+00;0,00E+00
6397200;8,75E-05;0,000109979;18,908476;0,00E+00;0,00E+00
6400800;9,59E-05;0,000107039;18,908476;0,00E+00;0,00E+00
6404400;9,02E-05;0,000106276;18,908476;0,00E+00;0,00E+00
6408000;9,78E-05;0,000106784;18,908476;0,00E+00;0,00E+00
6411600;0,000132182;0,00010881;-1,571028;0,00E+00;0,00E+00
6415200;0,000197126;0,000111677;-1,571028;1,34E-06;0,00E+00
6418800;0,000200565;0,000122191;-1,571028;4,06E-05;0
6422400;0,000192924;0,000131985;-1,571028;7,20E-05;0,00E+00
6426000;0,000187958;0,00013721;-21,827845;3,12E-04;0,00E+00
6429600;0,000177261;0,000137044;-21,827845;4,95E-04;0,00E+00
6433200;0,000170767;0,000137556;-21,827845;5,54E-04;0,00E+00
6436800;0,000165418;0,000139064;-21,827845;4,69E-04;0,00E+00
6440400;0,000162362;0,000138055;-6,420773;3,06E-04;0
6444000;0,00016007;0,000137104;-6,420773;4,60E-04;0
6447600;0,00016007;0,000135497;-6,420773;3,58E-04;0
6451200;0,000164654;0,000135039;-6,420773;1,01E-04;0
6454800;0,000173823;0,000133409;-2,328484;4,55E-05;0
6458400;0,000182991;0,000134572;-2,328484;6,24E-06;0
6462000;0,000190632;0,000139721;-2,328484;0,00E+00;0
6465600;0,00019598;0,000143571;-2,328484;0;0
6469200;0,00019407;0,000136134;-13,7291;0;0
6472800;0,000176879;0,000129993;-13,7291;0;0
6476400;0,000150901;0,000125566;-13,7291;0;0
6480000;0,000111934;0,000117253;-13,7291;0;0,00E+00
6483600;8,77E-05;0,000111814;61,449352;0;0,00E+00
6487200;9,61E-05;0,000109287;61,449352;0;0,00E+00
6490800;9,04E-05;0,00010769;61,449352;0;0,00E+00
6494400;9,80E-05;0,000107827;61,449352;0;0,00E+00
6498000;0,000132509;0,000109391;64,235;0;0,00E+00
6501600;0,000197615;0,000112408;64,235;0;0,00E+00
6505200;0,000201062;0,000122699;64,235;2,53E-06;0
6508800;0,000193402;0,000132145;64,235;1,09E-05;0,00E+00
6512400;0,000188424;0,000136414;-28,299627;3,00E-05;0,00E+00
6516000;0,000177701;0,00013552;-28,299627;3,52E-05;0,00E+00
6519600;0,00017119;0,000134856;-28,299627;3,49E-05;0,00E+00
6523200;0,000165828;0,000135282;-28,299627;2,99E-05;0,00E+00
6526800;0,000162764;0,000131944;66,060135;5,73E-05;2
6530400;0,000160467;0,000130038;66,060135;6,73E-05;2
6534000;0,000160467;0,000128221;66,060135;5,56E-05;2
6537600;0,000165062;0,000128241;66,060135;5,67E-05;2
6541200;0,000174254;0,000127363;-11,731003;6,34E-05;2
6544800;0,000183445;0,000130051;-11,731003;7,75E-06;2
6548400;0,000191105;0,000137098;-11,731003;0;2
6552000;0,000196466;0,00014211;-11,731003;0;2
6555600;0,000194551;0,000134596;18,88272;0;0
6559200;0,000177318;0,000126328;18,88272;0;0
6562800;0,000151275;0,000119799;18,88272;0;0
6566400;0,000112212;0,000110429;18,88272;0;0,00E+00
6570000;8,46E-05;0,000104139;55,80191;0;2,00E+00
6573600;9,27E-05;0,000101941;55,80191;0;2,00E+00
6577200;8,72E-05;0,000101335;55,80191;0;2,00E+00
6580800;9,46E-05;0,000102369;55,80191;0;2,00E+00
6584400;0,000127795;0,000104571;-6,839621;0;0,00E+00
6588000;0,000190584;0,000108933;-6,839621;1,31E-06;0,00E+00
6591600;0,000193908;0,000118894;-6,839621;1,80E-05;0
6595200;0,000186521;0,000127803;-6,839621;6,14E-05;0,00E+00
6598800;0,00018172;0,00013169;-11,978552;0,000119523;0,00E+00
6602400;0,000171378;0,000130337;-11,978552;9,79E-05;0,00E+00
6606000;0,000165099;0,000129846;-11,978552;0,000152765;0,00E+00
6609600;0,000159928;0,000130573;-11,978552;0,000226084;0,00E+00
6613200;0,000156974;0,000128921;9,012445;0,000303181;2
6616800;0,000154757;0,000127791;9,012445;0,000377162;2
6620400;0,000154757;0,000126215;9,012445;0,000301045;2
6624000;0,00015919;0,00012599;9,012445;0,000278203;2
6627600;0,000168054;0,000125902;77,234215;0,000101712;0
6631200;0,000176918;0,00012887;77,234215;9,82E-06;0
6634800;0,000184305;0,000135321;77,234215;0;0
6638400;0,000189476;0,000140456;77,234215;0;0
6642000;0,00018763;0,000132435;0,277057;0;0
6645600;0,000171009;0,000124406;0,277057;0;0
6649200;0,000145893;0,000117296;0,277057;0;0
6652800;0,000108219;0,000108063;0,277057;0;0,00E+00
6656400;8,63E-05;0,000100619;65,612785;0;0,00E+00
6660000;9,46E-05;9,68E-05;65,612785;0;0,00E+00
6663600;8,90E-05;9,64E-05;65,612785;0;0,00E+00
6667200;9,65E-05;9,69E-05;65,612785;0,00E+00;0,00E+00
6670800;0,000130464;9,89E-05;74,084145;0,00E+00;2,00E+00
6674400;0,000194564;0,000103488;74,084145;1,26E-06;2,00E+00
6678000;0,000197958;0,000113298;74,084145;4,64E-05;2
6681600;0,000190417;0,000123673;74,084145;2,10E-04;2,00E+00
6685200;0,000185515;0,000130145;69,35743;4,20E-04;0,00E+00
6688800;0,000174957;0,000131223;69,35743;5,57E-04;0,00E+00
6692400;0,000168547;0,000131365;69,35743;6,51E-04;0,00E+00
6696000;0,000163268;0,000130734;69,35743;6,28E-04;0,00E+00
6699600;0,000160252;0,000127932;26,329739;6,84E-04;2
6703200;0,000157989;0,000124113;26,329739;6,64E-04;2
6706800;0,000157989;0,000120323;26,329739;5,52E-04;2
6710400;0,000162514;0,000119641;26,329739;3,12E-04;2
6714000;0,000171564;0,000119819;-2,843894;1,21E-04;2
6717600;0,000180613;0,000122834;-2,843894;1,38E-05;2
6721200;0,000188154;0,000127275;-2,843894;0,00E+00;2
6724800;0,000193433;0,000132881;-2,843894;0,00E+00;2
6728400;0,000191548;0,000124825;36,24274;0,00E+00;2
6732000;0,00017458;0,000116366;36,24274;0,00E+00;2
6735600;0,00014894;0,000111546;36,24274;0,00E+00;2
6739200;0,000110479;0,000102664;36,24274;0,00E+00;2,00E+00
6742800;9,25E-05;9,45E-05;63,36694;0,00E+00;0,00E+00
6746400;0,000101402;9,12E-05;63,36694;0,00E+00;0,00E+00
6750000;9,53E-05;8,96E-05;63,36694;0,00E+00;0,00E+00
6753600;0,000103422;9,14E-05;63,36694;0,00E+00;0,00E+00
6757200;0,000139781;9,27E-05;74,857765;0,00E+00;0,00E+00
6760800;0,00020846;9,30E-05;74,857765;1,14E-06;0,00E+00
6764400;0,000212096;9,23E-05;74,857765;3,83E-05;0
6768000;0,000204016;9,62E-05;74,857765;2,76E-04;0,00E+00
6771600;0,000198764;0,000102629;40,23168;4,28E-04;0,00E+00
6775200;0,000187452;0,000107217;40,23168;5,95E-04;0,00E+00
6778800;0,000180585;0,00010915;40,23168;7,13E-04;0,00E+00
6782400;0,000174929;0,000109633;40,23168;7,63E-04;0,00E+00
6786000;0,000171697;0,000107293;76,29709;7,61E-04;2
6789600;0,000169273;0,000103812;76,29709;6,90E-04;2
6793200;0,000169273;0,000100764;76,29709;5,79E-04;2
6796800;0,000174121;0,000101002;76,29709;2,84E-04;2
6800400;0,000183816;0,000101077;-1,834493;1,18E-04;2
6804000;0,000193512;0,000104784;-1,834493;1,44E-05;2
6807600;0,000201592;0,000109882;-1,834493;0,00E+00;2
6811200;0,000207248;0,000112633;-1,834493;0;2
6814800;0,000205228;0,000106159;52,531372;0;0
6818400;0,000187048;0,000101137;52,531372;0;0
6822000;0,000159577;9,93E-05;52,531372;0;0
6825600;0,00011837;9,30E-05;52,531372;0;0,00E+00
6829200;9,15E-05;8,71E-05;63,54454;0;2,00E+00
6832800;0,00010024;8,18E-05;63,54454;0;2,00E+00
6836400;9,43E-05;7,82E-05;63,54454;0;2,00E+00
6840000;0,000102237;7,89E-05;63,54454;0;2,00E+00
6843600;0,00013818;8,19E-05;16,79785;0;0,00E+00
6847200;0,000206072;8,19E-05;16,79785;1,04E-06;0,00E+00
6850800;0,000209666;7,95E-05;16,79785;3,74E-05;0
6854400;0,000201679;8,03E-05;16,79785;0,000131524;0,00E+00
6858000;0,000196487;8,60E-05;-9,306901;0,000252278;2,00E+00
6861600;0,000185305;9,05E-05;-9,306901;0,000311981;2,00E+00
6865200;0,000178516;9,49E-05;-9,306901;0,000273479;2,00E+00
6868800;0,000172925;9,92E-05;-9,306901;0,000123842;2,00E+00
6872400;0,00016973;9,90E-05;-7,592864;7,39E-05;2
6876000;0,000167334;9,47E-05;-7,592864;7,82E-05;2
6879600;0,000167334;9,09E-05;-7,592864;6,23E-05;2
6883200;0,000172126;8,90E-05;-7,592864;3,46E-05;2
6886800;0,000181711;8,91E-05;19,283773;6,86E-06;0
6890400;0,000191296;9,40E-05;19,283773;2,95E-06;0
6894000;0,000199283;0,000102508;19,283773;0;0
6897600;0,000204874;0,000108894;19,283773;0;0
6901200;0,000202877;0,000104434;-22,74839;0;0
6904800;0,000184906;0,000100973;-22,74839;0;0
6908400;0,000157749;0,000100602;-22,74839;0;0
6912000;0,000117014;9,33E-05;-22,74839;0;0,00E+00
6915600;8,73E-05;8,84E-05;11,001357;0;0,00E+00
6919200;9,57E-05;8,69E-05;11,001357;0;0,00E+00
6922800;9,00E-05;8,78E-05;11,001357;0;0,00E+00
6926400;9,76E-05;8,91E-05;11,001357;0;0,00E+00
6930000;0,000131956;9,41E-05;13,531965;0;0,00E+00
6933600;0,00019679;0,00010109;13,531965;1,29E-06;0,00E+00
6937200;0,000200223;0,000113478;13,531965;1,80E-05;0
6940800;0,000192595;0,000125198;13,531965;5,04E-05;0,00E+00
6944400;0,000187637;0,000131279;46,171696;0,00011456;0,00E+00
6948000;0,000176959;0,000131549;46,171696;0,000210868;0,00E+00
6951600;0,000170475;0,000132556;46,171696;0,000180316;0,00E+00
6955200;0,000165136;0,000134764;46,171696;0,000161041;0,00E+00
6958800;0,000162085;0,0001331;48,772358;0,000242149;0
6962400;0,000159797;0,000132024;48,772358;0,000130673;0
6966000;0,000159797;0,000129686;48,772358;0,000105706;0
6969600;0,000164373;0,000120787;48,772358;8,29E-05;0
6973200;0,000173526;0,00012616;42,695415;3,89E-05;0
6976800;0,000182679;0,000127312;42,695415;4,67E-06;0
6980400;0,000190307;0,000132969;42,695415;0;0
6984000;0,000195646;0,000140335;42,695415;0;0
6987600;0,000193739;0,000133336;5,154079;0;2
6991200;0,000176577;0,000124946;5,154079;0;2
6994800;0,000150644;0,000117789;5,154079;0;2
6998400;0,000111743;0,000107686;5,154079;0;2,00E+00
7002000;8,03E-05;0,000101998;53,402096;0;2,00E+00
7005600;8,80E-05;9,89E-05;53,402096;0;2,00E+00
7009200;8,27E-05;9,74E-05;53,402096;0;2,00E+00
7012800;8,97E-05;9,79E-05;53,402096;0;2,00E+00
7016400;0,000121255;0,00010023;76,10126;0;0,00E+00
7020000;0,000180831;0,000104518;76,10126;1,02E-05;0,00E+00
7023600;0,000183985;0,000114895;76,10126;4,24E-05;0
7027200;0,000176976;0,000124907;76,10126;1,97E-04;0,00E+00
7030800;0,000172421;0,000129033;54,18181;3,32E-04;0,00E+00
7034400;0,000162608;0,000126979;54,18181;5,63E-04;0,00E+00
7038000;0,00015665;0,000124647;54,18181;4,91E-04;0,00E+00
7041600;0,000151744;0,00012457;54,18181;2,86E-04;0,00E+00
7045200;0,00014894;0,000123358;44,709953;5,84E-04;2
7048800;0,000146838;0,000122414;44,709953;4,23E-04;2
7052400;0,000146838;0,000121317;44,709953;2,30E-04;2
7056000;0,000151043;0,000120321;44,709953;1,30E-04;2
7059600;0,000159454;0,000119379;27,888496;6,74E-05;2
7063200;0,000167865;0,000122803;27,888496;2,13E-05;2
7066800;0,000174874;0,000129682;27,888496;0,00E+00;2
7070400;0,00017978;0,000138833;27,888496;0,00E+00;2
7074000;0,000178028;0,000132984;-28,41693;0,00E+00;2
7077600;0,000162258;0,000125505;-28,41693;0,00E+00;2
7081200;0,000138427;0,000118565;-28,41693;0,00E+00;2
7084800;0,000102681;0,000108943;-28,41693;0,00E+00;2,00E+00
7088400;8,13E-05;0,000102305;15,110551;0,00E+00;2,00E+00
7092000;8,92E-05;9,84E-05;15,110551;0,00E+00;2,00E+00
7095600;8,38E-05;9,79E-05;15,110551;0,00E+00;2,00E+00
7099200;9,09E-05;9,90E-05;15,110551;0,00E+00;2,00E+00
7102800;0,000122895;0,000101499;68,429695;0,00E+00;0,00E+00
7106400;0,000183277;0,000105402;68,429695;1,01E-05;0,00E+00
7110000;0,000186474;0,000114457;68,429695;4,28E-05;0
7113600;0,00017937;0,000122793;68,429695;7,96E-05;0,00E+00
7117200;0,000174753;0,000126872;-6,001124;1,84E-04;0,00E+00
7120800;0,000164807;0,000126929;-6,001124;2,64E-04;0,00E+00
7124400;0,000158769;0,000126154;-6,001124;4,18E-04;0,00E+00
7128000;0,000153797;0,000126862;-6,001124;5,01E-04;0,00E+00
7131600;0,000150955;0,00012483;8,965725;4,62E-04;0
7135200;0,000148824;0,000123651;8,965725;2,85E-04;0
7138800;0,000148824;0,000121563;8,965725;1,64E-04;0
7142400;0,000153086;0,00012002;8,965725;1,17E-04;0
7146000;0,000161611;0,000119201;50,42612;9,30E-05;2
7149600;0,000170135;0,000121299;50,42612;2,96E-05;2
7153200;0,000177239;0,000126524;50,42612;0,00E+00;2
7156800;0,000182212;0,000133923;50,42612;0;2
7160400;0,000180436;0,000127269;36,861027;0;0
7164000;0,000164452;0,000118886;36,861027;0;0
7167600;0,000140299;0,000111237;36,861027;0;0
7171200;0,00010407;0,000102007;36,861027;0;0,00E+00
7174800;8,36E-05;9,54E-05;36,535652;0;0,00E+00
7178400;9,16E-05;9,47E-05;36,535652;0;0,00E+00
7182000;8,61E-05;9,33E-05;36,535652;0;0,00E+00
7185600;9,34E-05;9,44E-05;36,535652;0;0,00E+00
7189200;0,000126284;9,74E-05;24,084965;0;2,00E+00
7192800;0,000188331;0,000102023;24,084965;9,83E-06;2,00E+00
7196400;0,000191616;0,000112222;24,084965;4,82E-05;2
7200000;0,000184316;0,000121676;24,084965;0,000285984;2,00E+00
7203600;0,000179571;0,000126557;60,240387;0,000440111;0,00E+00
7207200;0,000169352;0,000126604;60,240387;0,000296762;0,00E+00
7210800;0,000163147;0,000127468;60,240387;0,000354726;0,00E+00
7214400;0,000158037;0,000129117;60,240387;0,000385361;0,00E+00
7218000;0,000155117;0,000127089;39,240242;0,000533705;0
7221600;0,000152927;0,000125656;39,240242;0,000428219;0
7225200;0,000152927;0,000125081;39,240242;0,000530442;0
7228800;0,000157307;0,000123884;39,240242;0,000271595;0
7232400;0,000166067;0,000122654;33,95262;9,37E-05;0
7236000;0,000174826;0,000124809;33,95262;2,78E-05;0
7239600;0,000182126;0,000129453;33,95262;0;0
7243200;0,000187236;0,000135845;33,95262;0;0
7246800;0,000185411;0,000128544;15,181315;0;2
7250400;0,000168987;0,000119447;15,181315;0;2
7254000;0,000144168;0,000111563;15,181315;0;2
7257600;0,00010694;0,000101481;15,181315;0;2,00E+00
7261200;7,49E-05;9,61E-05;70,80478;0;0,00E+00
7264800;8,21E-05;9,33E-05;70,80478;0;0,00E+00
7268400;7,72E-05;9,18E-05;70,80478;0;0,00E+00
7272000;8,37E-05;9,31E-05;70,80478;0;0,00E+00
7275600;0,00011316;9,62E-05;56,143307;0;0,00E+00
7279200;0,000168758;0,0001012;56,143307;9,05E-06;0,00E+00
7282800;0,000171702;0,000110805;56,143307;4,55E-05;0
7286400;0,000165161;0,000121311;56,143307;0,000157664;0,00E+00
7290000;0,000160909;0,000127077;23,661556;0,000276204;0,00E+00
7293600;0,000151751;0,000127453;23,661556;0,000453101;0,00E+00
7297200;0,000146192;0,000128229;23,661556;0,000484586;0,00E+00
7300800;0,000141613;0,000129576;23,661556;0,000659471;0,00E+00
7304400;0,000138997;0,00012965;67,0541;0,00057278;2
7308000;0,000137034;0,000127286;67,0541;0,000622903;2
7311600;0,000137034;0,000124879;67,0541;0,000336857;2
7315200;0,000140959;0,000124463;67,0541;0,000266026;2
7318800;0,000148808;0,000122922;36,368343;0,000144487;2
7322400;0,000156657;0,000123425;36,368343;2,16E-05;2
7326000;0,000163198;0,00012588;36,368343;0;2
7329600;0,000167777;0,000127865;36,368343;0;2
7333200;0,000166142;0,000120118;14,706524;0;0
7336800;0,000151424;0,00011222;14,706524;0;0
7340400;0,000129185;0,000106458;14,706524;0;0
7344000;9,58E-05;9,82E-05;14,706524;0;0,00E+00
7347600;6,95E-05;9,17E-05;39,985943;0;2,00E+00
7351200;7,62E-05;8,74E-05;39,985943;0;2,00E+00
7354800;7,17E-05;8,68E-05;39,985943;0;2,00E+00
7358400;7,77E-05;8,84E-05;39,985943;0,00E+00;2,00E+00
7362000;0,000105083;9,07E-05;41,327003;0,00E+00;0,00E+00
7365600;0,000156713;9,05E-05;41,327003;2,09E-05;0,00E+00
7369200;0,000159447;8,99E-05;41,327003;6,49E-05;0
7372800;0,000153373;9,25E-05;41,327003;1,93E-04;0,00E+00
7376400;0,000149424;9,78E-05;40,82916;2,94E-04;0,00E+00
7380000;0,000140921;0,000101255;40,82916;5,57E-04;0,00E+00
7383600;0,000135758;0,00010268;40,82916;7,72E-04;0,00E+00
7387200;0,000131506;0,000104475;40,82916;4,58E-04;0,00E+00
7390800;0,000129076;0,000102903;-10,582597;6,41E-04;0
7394400;0,000127254;0,000100764;-10,582597;3,14E-04;0
7398000;0,000127254;9,83E-05;-10,582597;3,10E-04;0
7401600;0,000130898;9,70E-05;-10,582597;2,46E-04;0
7405200;0,000138187;9,71E-05;28,460377;1,34E-04;0
7408800;0,000145476;0,00010112;28,460377;2,80E-05;0
7412400;0,00015155;0,000106724;28,460377;0,00E+00;0
7416000;0,000155802;0,000112126;28,460377;0,00E+00;0
7419600;0,000154284;0,000105777;51,45935;0,00E+00;0
7423200;0,000140617;9,98E-05;51,45935;0,00E+00;0
7426800;0,000119965;9,69E-05;51,45935;0,00E+00;0
7430400;8,90E-05;8,97E-05;51,45935;0,00E+00;0,00E+00
7434000;7,07E-05;8,33E-05;14,552277;0,00E+00;0,00E+00
7437600;7,75E-05;7,91E-05;14,552277;0,00E+00;0,00E+00
7441200;7,29E-05;7,93E-05;14,552277;0,00E+00;0,00E+00
7444800;7,90E-05;8,11E-05;14,552277;0,00E+00;0,00E+00
7448400;0,000106836;8,12E-05;36,83772;0,00E+00;0,00E+00
7452000;0,000159328;7,95E-05;36,83772;1,90E-05;0,00E+00
7455600;0,000162107;7,88E-05;36,83772;6,07E-05;0
7459200;0,000155931;8,22E-05;36,83772;3,42E-04;0,00E+00
7462800;0,000151917;8,68E-05;53,568256;5,03E-04;2,00E+00
7466400;0,000143272;9,08E-05;53,568256;5,65E-04;2,00E+00
7470000;0,000138022;9,57E-05;53,568256;7,52E-04;2,00E+00
7473600;0,000133699;9,65E-05;53,568256;7,14E-04;2,00E+00
7477200;0,000131229;9,27E-05;62,64007;7,12E-04;0
7480800;0,000129377;8,93E-05;62,64007;5,81E-04;0
7484400;0,000129377;8,79E-05;62,64007;4,32E-04;0
7488000;0,000133082;8,77E-05;62,64007;3,82E-04;0
7491600;0,000140493;8,99E-05;-29,889065;1,28E-04;0
7495200;0,000147903;9,53E-05;-29,889065;2,63E-05;0
7498800;0,000154079;9,93E-05;-29,889065;0,00E+00;0
7502400;0,000158401;0,000103589;-29,889065;0;0
7506000;0,000156858;0,000100899;6,353087;0;2
7509600;0,000142963;9,96E-05;6,353087;0;2
7513200;0,000121966;9,36E-05;6,353087;0;2
7516800;9,05E-05;8,66E-05;6,353087;0;2,00E+00
7520400;7,63E-05;8,41E-05;-25,722652;0;2,00E+00
7524000;8,36E-05;8,45E-05;-25,722652;0;2,00E+00
7527600;7,86E-05;8,57E-05;-25,722652;0;2,00E+00
7531200;8,53E-05;8,90E-05;-25,722652;0;2,00E+00
7534800;0,000115285;9,37E-05;5,722932;0;0,00E+00
7538400;0,000171929;0,000106782;5,722932;2,59E-05;0,00E+00
7542000;0,000174927;0,000119238;5,722932;6,34E-05;0
7545600;0,000168264;0,00012706;5,722932;0,000352806;0,00E+00
7549200;0,000163932;0,000130024;-25,133608;0,000502978;0,00E+00
7552800;0,000154603;0,000132296;-25,133608;0,000662848;0,00E+00
7556400;0,000148938;0,000133508;-25,133608;0,00074101;0,00E+00
7560000;0,000144273;0,000131418;-25,133608;0,000787775;0,00E+00
7563600;0,000141608;0,000129267;-2,4522;0,000750334;0
7567200;0,000139609;0,000125656;-2,4522;0,000645438;0
7570800;0,000139609;0,000122652;-2,4522;0,000578859;0
7574400;0,000143607;0,000119348;-2,4522;0,000372037;0
7578000;0,000151604;0,000119365;23,876968;0,000132081;0
7581600;0,0001596;0,000121428;23,876968;3,50E-05;0
7585200;0,000166264;0,000124484;23,876968;0;0
7588800;0,000170929;0,00012913;23,876968;0;0
7592400;0,000169263;0,000123677;30,49048;0;0
7596000;0,000154269;0,000116606;30,49048;0;0
7599600;0,000131612;0,000106487;30,49048;0;0
7603200;9,76E-05;9,93E-05;30,49048;0;0,00E+00
7606800;7,54E-05;9,55E-05;-22,30468;0;0,00E+00
7610400;8,26E-05;9,38E-05;-22,30468;0;0,00E+00
7614000;7,77E-05;9,46E-05;-22,30468;0;0,00E+00
7617600;8,42E-05;9,76E-05;-22,30468;0;0,00E+00
7621200;0,000113866;0,000101728;75,405785;0;0,00E+00
7624800;0,000169812;0,000111235;75,405785;9,86E-06;0,00E+00
7628400;0,000172774;0,000121051;75,405785;0,000101013;0
7632000;0,000166192;0,00012555;75,405785;0,000321025;0,00E+00
7635600;0,000161914;0,000125708;-3,843224;0,00046163;0,00E+00
7639200;0,000152699;0,000125636;-3,843224;0,000631512;0,00E+00
7642800;0,000147104;0,000125744;-3,843224;0,000717666;0,00E+00
7646400;0,000142497;0,000123202;-3,843224;0,00075435;0,00E+00
7650000;0,000139864;0,000121549;1,67553;0,000753402;0
7653600;0,00013789;0,00011994;1,67553;0,000701913;0
7657200;0,00013789;0,000118978;1,67553;0,000539751;0
7660800;0,000141839;0,00011704;1,67553;0,000369405;0
7664400;0,000149737;0,000117529;-7,66255;0,000265597;2
7668000;0,000157635;0,000119441;-7,66255;4,38E-05;2
7671600;0,000164217;0,000120843;-7,66255;0;2
7675200;0,000168824;0,00012256;-7,66255;0;2
7678800;0,000167179;0,000116506;26,369148;0;0
7682400;0,00015237;0,000110367;26,369148;0;0
7686000;0,000129992;0,000101892;26,369148;0;0
7689600;9,64E-05;9,55E-05;26,369148;0;0,00E+00
7693200;7,95E-05;9,25E-05;48,795776;0;0,00E+00
7696800;8,71E-05;9,15E-05;48,795776;0;0,00E+00
7700400;8,19E-05;9,26E-05;48,795776;0;0,00E+00
