Nr;Sekunden;PV_West_kW;PV_Sued_kW;PV_Ost_kW;Strombedarf_kW;u_Spot_EuroMWh;TWWH1_kW;TWWH2_kW;TWWH3_kW;TWWH4_kW;TWWH5_kW;TWWH6_kW;HeizwaermeH1_kW;HeizwaermeH2_kW;HeizwaermeH3_kW;HeizwaermeH4_kW;HeizwaermeH5_kW;HeizwaermeH6_kW;Temperatur_degC;;;;;;;;
3165;2847600;0;0;0;7,463689;39,5;6,2201388;0;5,95285032;0;4,48E-01;0;2,93892;2,44553;3,25032;3,33708;3,74994;4,07346;2,1;;;;;;;;
3166;2848500;0;0;0;7,463689;39,5;0;0;0;0;0;0;2,93892;2,44553;3,25032;3,33708;3,74994;4,07346;2,1;;;;;;;;
3167;2849400;0;0;0;7,463689;39,5;0;1,28E+00;0;1,25E+00;0;0;2,93892;2,44553;3,25032;3,33708;3,74994;4,07346;2,1;;;;;;;;
3168;2850300;0;0;0;7,463689;39,5;7,19275512;1,28E+00;6,88373424;1,25E+00;6,95855088;1,83E+00;2,93892;2,44553;3,25032;3,33708;3,74994;4,07346;2,1;;;;;;;;
3169;2851200;0;0;0;7,079705;34,9;0;0;0;0;0;0;3,09876;2,61601;3,32094;3,41073;3,83102;4,15945;1,8;;;;;;;;
3170;2852100;0;0;0;7,079705;34,9;0;0;0;0;0;0;3,09876;2,61601;3,32094;3,41073;3,83102;4,15945;1,8;;;;;;;;
3171;2853000;0;0;0;7,079705;34,9;0;0;0;0;0;0;3,09876;2,61601;3,32094;3,41073;3,83102;4,15945;1,8;;;;;;;;
3172;2853900;0;0;0;7,079705;34,9;0;6,40572228;0;6,26031252;0;0;3,09876;2,61601;3,32094;3,41073;3,83102;4,15945;1,8;;;;;;;;
3173;2854800;0;0;0;6,767718;34,3;0;0;0;0;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,8;;;;;;;;
3174;2855700;0;0;0;6,767718;34,3;0;0;0;0;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,8;;;;;;;;
3175;2856600;0;0;0;6,767718;34,3;0;0;0;0;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,8;;;;;;;;
3176;2857500;0;0;0;6,767718;34,3;0;6,40572228;0;6,26031252;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,8;;;;;;;;
3177;2858400;0;0;0;6,575726;32,5;0;0;0;0;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,6;;;;;;;;
3178;2859300;0;0;0;6,575726;32,5;0;0;0;0;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,6;;;;;;;;
3179;2860200;0;0;0;6,575726;32,5;0;0;0;0;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,6;;;;;;;;
3180;2861100;0;0;0;6,575726;32,5;0;6,40572228;0;6,26031252;0;0;3,33388;2,86487;3,44159;3,53404;3,97216;4,30964;1,6;;;;;;;;
3181;2862000;0;0;0;6,695721;32,5;0;0;0;0;0;0;3,45429;3,05436;3,47932;3,5678;4,0214;4,36254;1,2;;;;;;;;
3182;2862900;0;0;0;6,695721;32,5;0;0;0;0;0;0;3,45429;3,05436;3,47932;3,5678;4,0214;4,36254;1,2;;;;;;;;
3183;2863800;0;0;0;6,695721;32,5;0;0;0;0;0;0;3,45429;3,05436;3,47932;3,5678;4,0214;4,36254;1,2;;;;;;;;
3184;2864700;0;0;0;6,695721;32,5;0;6,40572228;6,88373424;6,26031252;6,95855088;2,48E+00;3,45429;3,05436;3,47932;3,5678;4,0214;4,36254;1,2;;;;;;;;
3185;2865600;0;0;0;6,815716;35,9;0;0;0;0;2,75E+00;4,81E+00;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,2;;;;;;;;
3186;2866500;0;0;0;6,815716;35,9;0;0;0;0;0;0;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,2;;;;;;;;
3187;2867400;0;0;0;6,815716;35,9;0;0;0;0;0;0;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,2;;;;;;;;
3188;2868300;0;0;0;6,815716;35,9;7,19275512;6,40572228;1,84E+00;6,26031252;6,95855088;6,8310408;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,2;;;;;;;;
3189;2869200;0;0;0;6,911712;43;0;0;0;0;0;5,86068708;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,3;;;;;;;;
3190;2870100;0;0;0;6,911712;43;0;0;0;0;0;0;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,3;;;;;;;;
3191;2871000;0;0;0;6,911712;43;0;0;0;0;0;0;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,3;;;;;;;;
3192;2871900;0;0;0;6,911712;43;2,39E+00;6,40572228;1,84E+00;6,26031252;1,86E+00;6,8310408;3,65523;3,28188;3,59645;3,69339;4,14802;4,49686;1,3;;;;;;;;
3193;2872800;0;0;0;7,511687;56,3;0;0;0;1,85E+00;0;2,90E+00;3,54049;3,16005;3,53599;3,63302;4,03409;4,3639;0,5;;;;;;;;
3194;2873700;0;0;0;7,511687;56,3;0;0;0;0;0;0;3,54049;3,16005;3,53599;3,63302;4,03409;4,3639;0,5;;;;;;;;
3195;2874600;0;0;0;7,511687;56,3;0;0;0;0;0;0;3,54049;3,16005;3,53599;3,63302;4,03409;4,3639;0,5;;;;;;;;
3196;2875500;0;0;0;7,511687;56,3;6,71051964;6,40572228;5,04544716;6,26031252;1,86E+00;6,8310408;3,54049;3,16005;3,53599;3,63302;4,03409;4,3639;0,5;;;;;;;;
3197;2876400;0;0;0;8,423649;60;0;0;0;0;0;2,58E+00;2,6414;2,1486;3,19543;3,28981;3,48736;3,70671;0,8;;;;;;;;
3198;2877300;0;0;0;8,423649;60;0;0;0;0;0;0;2,6414;2,1486;3,19543;3,28981;3,48736;3,70671;0,8;;;;;;;;
3199;2878200;0;0;0;8,423649;60;0;0;0;0;0;0;2,6414;2,1486;3,19543;3,28981;3,48736;3,70671;0,8;;;;;;;;
3200;2879100;0;0;0,00E+00;8,423649;60;5,27195856;5,12458788;3,21E+00;5,4279774;6,95855088;6,8310408;2,6414;2,1486;3,19543;3,28981;3,48736;3,70671;0,8;;;;;;;;
3201;2880000;0;0,00E+00;0,00E+00;8,735636;58;0;0;0;0;0;0;1,0824;0,58323;1,57775;1,66009;1,88658;1,95767;0,9;;;;;;;;
3202;2880900;0,00E+00;0,00E+00;0,00E+00;8,735636;58;0;0;0;0;0;0;1,0824;0,58323;1,57775;1,66009;1,88658;1,95767;0,9;;;;;;;;
3203;2881800;0,00E+00;0,00E+00;0,00E+00;8,735636;58;0;0;0;0;0;0;1,0824;0,58323;1,57775;1,66009;1,88658;1,95767;0,9;;;;;;;;
3204;2882700;5,64E-02;2,25E-02;5,64E-02;8,735636;58;3,36E+00;3,41E+00;3,21E+00;3,76E+00;6,0333486;5,92278288;1,0824;0,58323;1,57775;1,66009;1,88658;1,95767;0,9;;;;;;;;
3205;2883600;2,20E-01;8,39E-02;2,20E-01;8,807633;56,7;0;0;0;0;0;0;1,57747;1,243;2,03557;2,11927;2,46839;2,69958;1,6;;;;;;;;
3206;2884500;4,50E-01;1,75E-01;4,50E-01;8,807633;56,7;0;0;0;0;0;0;1,57747;1,243;2,03557;2,11927;2,46839;2,69958;1,6;;;;;;;;
3207;2885400;6,95E-01;2,75E-01;6,95E-01;8,807633;56,7;0;0;0;0;0;0;1,57747;1,243;2,03557;2,11927;2,46839;2,69958;1,6;;;;;;;;
3208;2886300;1,25E+00;4,69E-01;9,93E-01;8,807633;56,7;2,88E+00;3,41E+00;3,21E+00;3,34E+00;6,0333486;4,10E+00;1,57747;1,243;2,03557;2,11927;2,46839;2,69958;1,6;;;;;;;;
3209;2887200;2,31E+00;8,37E-01;1,34E+00;8,927628;56;0;0;0;0;0;0;1,81507;1,43275;2,20583;2,29078;2,62178;2,88289;2,4;;;;;;;;
3210;2888100;3,72E+00;1,37E+00;1,63E+00;8,927628;56;0;0;0;0;0;0;1,81507;1,43275;2,20583;2,29078;2,62178;2,88289;2,4;;;;;;;;
3211;2889000;4,90E+00;1,90E+00;1,86E+00;8,927628;56;0;0;0;0;0;0;1,81507;1,43275;2,20583;2,29078;2,62178;2,88289;2,4;;;;;;;;
3212;2889900;6,30E+00;2,59E+00;1,99E+00;8,927628;56;2,39E+00;3,41E+00;1,84E+00;3,34E+00;1,86E+00;1,83E+00;1,81507;1,43275;2,20583;2,29078;2,62178;2,88289;2,4;;;;;;;;
3213;2890800;8,26E+00;3,66E+00;1,98E+00;9,047623;54,4;0;0;0;0;0;0;2,03681;1,59427;2,39183;2,48469;2,79648;3,06281;3,2;;;;;;;;
3214;2891700;9,88E+00;4,75E+00;1,92E+00;9,047623;54,4;0;0;0;0;0;0;2,03681;1,59427;2,39183;2,48469;2,79648;3,06281;3,2;;;;;;;;
3215;2892600;1,04E+01;5,40E+00;2,00E+00;9,047623;54,4;0;0;0;0;0;0;2,03681;1,59427;2,39183;2,48469;2,79648;3,06281;3,2;;;;;;;;
3216;2893500;1,01E+01;5,60E+00;2,15E+00;9,047623;54,4;4,31E+00;2,56E+00;1,84E+00;2,50E+00;1,86E+00;1,83E+00;2,03681;1,59427;2,39183;2,48469;2,79648;3,06281;3,2;;;;;;;;
3217;2894400;9,24E+00;5,37E+00;2,44E+00;9,023624;53,7;0;0;0;0;0;0;2,38617;1,89531;2,68453;2,7757;3,09927;3,38992;3,4;;;;;;;;
3218;2895300;8,53E+00;5,23E+00;2,62E+00;9,023624;53,7;0;0;0;0;0;0;2,38617;1,89531;2,68453;2,7757;3,09927;3,38992;3,4;;;;;;;;
3219;2896200;8,07E+00;5,25E+00;3,22E+00;9,023624;53,7;0;0;0;0;0;0;2,38617;1,89531;2,68453;2,7757;3,09927;3,38992;3,4;;;;;;;;
3220;2897100;7,77E+00;5,42E+00;3,77E+00;9,023624;53,7;4,31E+00;2,56E+00;3,21E+00;2,50E+00;3,25E+00;4,10E+00;2,38617;1,89531;2,68453;2,7757;3,09927;3,38992;3,4;;;;;;;;
3221;2898000;7,40E+00;5,56E+00;4,30E+00;8,975626;52;0;0;0;0;0;0;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3,3;;;;;;;;
3222;2898900;6,97E+00;5,70E+00;4,79E+00;8,975626;52;0;0;0;0;0;0;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3,3;;;;;;;;
3223;2899800;6,47E+00;5,83E+00;5,27E+00;8,975626;52;0;0;0;0;0;0;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3,3;;;;;;;;
3224;2900700;5,93E+00;6,04E+00;5,77E+00;8,975626;52;2,88E+00;2,13E+00;3,21E+00;2,09E+00;3,25E+00;4,10E+00;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3,3;;;;;;;;
3225;2901600;5,35E+00;6,49E+00;6,41E+00;8,855631;48,5;0;0;0;0;0;0;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3;;;;;;;;
3226;2902500;4,52E+00;6,68E+00;6,96E+00;8,855631;48,5;0;0;0;0;0;0;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3;;;;;;;;
3227;2903400;3,55E+00;6,63E+00;7,37E+00;8,855631;48,5;0;0;0;0;0;0;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3;;;;;;;;
3228;2904300;2,59E+00;6,30E+00;7,54E+00;8,855631;48,5;1,92E+00;2,13E+00;3,67E+00;2,09E+00;3,25E+00;4,10E+00;2,92466;2,47347;3,12302;3,22523;3,59584;3,90762;3;;;;;;;;
3229;2905200;2,23E+00;5,65E+00;7,36E+00;8,783634;53,3;0;0;0;0;0;0;3,3222;2,88796;3,39235;3,49016;3,91451;4,24791;2;;;;;;;;
3230;2906100;2,21E+00;5,14E+00;7,20E+00;8,783634;53,3;0;0;0;0;0;0;3,3222;2,88796;3,39235;3,49016;3,91451;4,24791;2;;;;;;;;
3231;2907000;2,10E+00;4,71E+00;7,04E+00;8,783634;53,3;1,92E+00;0;2,76E+00;4,18E-01;0;0;3,3222;2,88796;3,39235;3,49016;3,91451;4,24791;2;;;;;;;;
3232;2907900;1,92E+00;4,34E+00;6,86E+00;8,783634;53,3;3,07E+00;1,28E+00;6,88373424;1,25E+00;1,86E+00;1,83E+00;3,3222;2,88796;3,39235;3,49016;3,91451;4,24791;2;;;;;;;;
3233;2908800;1,70E+00;4,10E+00;6,83E+00;8,687638;60,4;0;0;0;0;0;0;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,6;;;;;;;;
3234;2909700;1,45E+00;4,01E+00;7,04E+00;8,687638;60,4;0;0;0;0;0;0;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,6;;;;;;;;
3235;2910600;1,17E+00;4,16E+00;7,70E+00;8,687638;60,4;0;0;0;0;1,75E+00;0;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,6;;;;;;;;
3236;2911500;8,17E-01;3,79E+00;7,4996357;8,687638;60,4;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;1,83E+00;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,6;;;;;;;;
3237;2912400;5,59E-01;3,054601;6,5647397;8,951627;55,8;0;1,51E+00;0;1,20E+00;0;0;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,1;;;;;;;;
3238;2913300;0,48420258;1,8718298;4,450573;8,951627;55,8;0;0;0;0;0;9,10E-01;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,1;;;;;;;;
3239;2914200;0,39140912;1,0366582;2,7390032;8,951627;55,8;0;0;0;0;0;5,5036488;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,1;;;;;;;;
3240;2915100;0,3135784;0,41988925;1,2196464;8,951627;55,8;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;3,57948;3,21359;3,55104;3,6465;4,09193;4,4436;1,1;;;;;;;;
3241;2916000;0,18046948;0,1168762;0,35959705;9,263614;59,3;0;0;0;0;0;0;3,76065;3,37954;3,61315;3,71344;4,16;4,50869;0,7;;;;;;;;
3242;2916900;0,04775965;0,023893066;0,068387245;9,263614;59,3;0;0;0;0;0;0;3,76065;3,37954;3,61315;3,71344;4,16;4,50869;0,7;;;;;;;;
3243;2917800;0;0;0;9,263614;59,3;0;0;0;0;0;0;3,76065;3,37954;3,61315;3,71344;4,16;4,50869;0,7;;;;;;;;
3244;2918700;0;0;0;9,263614;59,3;7,19275512;3,84E+00;6,88373424;3,76E+00;6,95855088;6,8310408;3,76065;3,37954;3,61315;3,71344;4,16;4,50869;0,7;;;;;;;;
3245;2919600;0;0;0;8,975626;53,7;0;0;0;0;0;0;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3246;2920500;0;0;0;8,975626;53,7;0;0;0;0;0;0;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3247;2921400;0;0;0;8,975626;53,7;0;0;0;0;0;0;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3248;2922300;0;0;0;8,975626;53,7;4,31E+00;5,55407964;5,9684874;4,18E+00;5,56685076;4,56E+00;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3249;2923200;0;0;0;8,39965;44,9;0;0;0;0;0;0;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3250;2924100;0;0;0;8,39965;44,9;0;0;0;0;0;0;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3251;2925000;0;0;0;8,39965;44,9;0;0;0;0;0;0;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3252;2925900;0;0;0;8,39965;44,9;2,88E+00;3,41E+00;1,84E+00;2,93E+00;3,71E+00;1,83E+00;3,97279;3,5777;3,71145;3,80982;4,27216;4,63197;0,6;;;;;;;;
3253;2926800;0;0;0;7,943669;44,2;0;0;0;0;0;0;4,08274;3,68135;3,74498;3,84368;4,31014;4,6724;0,2;;;;;;;;
3254;2927700;0;0;0;7,943669;44,2;0;0;0;0;0;0;4,08274;3,68135;3,74498;3,84368;4,31014;4,6724;0,2;;;;;;;;
3255;2928600;0;0;0;7,943669;44,2;0;0;0;0;0;0;4,08274;3,68135;3,74498;3,84368;4,31014;4,6724;0,2;;;;;;;;
3256;2929500;0;0;0;7,943669;44,2;2,39E+00;2,99E+00;1,84E+00;2,50E+00;1,86E+00;1,83E+00;4,08274;3,68135;3,74498;3,84368;4,31014;4,6724;0,2;;;;;;;;
3257;2930400;0;0;0;7,67968;36,1;0;0;0;0;0;0;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3258;2931300;0;0;0;7,67968;36,1;0;0;0;0;0;0;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3259;2932200;0;0;0;7,67968;36,1;0;0;0;0;0;0;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3260;2933100;0;0;0;7,67968;36,1;1,92E+00;2,99E+00;1,84E+00;2,50E+00;1,86E+00;1,83E+00;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3261;2934000;0;0;0;7,151702;37;0;0;0;0;0;0;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3262;2934900;0;0;0;7,151702;37;0;0;0;0;0;0;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3263;2935800;0;0;0;7,151702;37;0;0;0;0;0;0;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3264;2936700;0;0;0;7,151702;37;1,44E+00;1,28E+00;1,84E+00;1,67E+00;1,86E+00;1,83E+00;4,28227;3,87319;3,86722;3,96707;4,45041;4,81756;0,2;;;;;;;;
3265;2937600;0;0;0;6,791717;35;0;0;0;0;0;0;4,37403;3,95978;3,90441;4,00298;4,49423;4,86484;0,2;;;;;;;;
3266;2938500;0;0;0;6,791717;35;0;0;0;0;0;0;4,37403;3,95978;3,90441;4,00298;4,49423;4,86484;0,2;;;;;;;;
3267;2939400;0;0;0;6,791717;35;0;0;0;0;0;0;4,37403;3,95978;3,90441;4,00298;4,49423;4,86484;0,2;;;;;;;;
3268;2940300;0;0;0;6,791717;35;0;1,28E+00;0;8,35E-01;0;0;4,37403;3,95978;3,90441;4,00298;4,49423;4,86484;0,2;;;;;;;;
3269;2941200;0;0;0;6,671722;34;0;0;0;0;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,5;;;;;;;;
3270;2942100;0;0;0;6,671722;34;0;0;0;0;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,5;;;;;;;;
3271;2943000;0;0;0;6,671722;34;0;0;0;0;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,5;;;;;;;;
3272;2943900;0;0;0;6,671722;34;0;1,28E+00;0;8,35E-01;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,5;;;;;;;;
3273;2944800;0;0;0;6,623724;31,9;0;0;0;0;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,3;;;;;;;;
3274;2945700;0;0;0;6,623724;31,9;0;0;0;0;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,3;;;;;;;;
3275;2946600;0;0;0;6,623724;31,9;0;0;0;0;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,3;;;;;;;;
3276;2947500;0;0;0;6,623724;31,9;0;1,28E+00;0;8,35E-01;0;0;4,67705;4,2506;4,10267;4,19908;4,72495;5,11036;-0,3;;;;;;;;
3277;2948400;0;0;0;6,575726;31,9;0;0;0;0;0;0;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-0,9;;;;;;;;
3278;2949300;0;0;0;6,575726;31,9;0;0;0;0;0;0;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-0,9;;;;;;;;
3279;2950200;0;0;0;6,575726;31,9;0;0;0;0;0;0;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-0,9;;;;;;;;
3280;2951100;0;0;0;6,575726;31,9;0;1,28E+00;1,84E+00;8,35E-01;1,86E+00;1,83E+00;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-0,9;;;;;;;;
3281;2952000;0;0;0;6,551727;32,1;0;0;0;0;0;0;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-1;;;;;;;;
3282;2952900;0;0;0;6,551727;32,1;0;0;0;0;0;0;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-1;;;;;;;;
3283;2953800;0;0;0;6,551727;32,1;0;0;0;0;0;0;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-1;;;;;;;;
3284;2954700;0;0;0;6,551727;32,1;1,92E+00;1,28E+00;1,84E+00;8,35E-01;1,86E+00;1,83E+00;4,78947;4,35902;4,17203;4,26821;4,80414;5,19363;-1;;;;;;;;
3285;2955600;0;0;0;6,743719;33,8;0;0;0;0;0;0;4,76179;4,33434;4,12685;4,22181;4,75247;5,13809;-1,3;;;;;;;;
3286;2956500;0;0;0;6,743719;33,8;0;0;0;0;0;0;4,76179;4,33434;4,12685;4,22181;4,75247;5,13809;-1,3;;;;;;;;
3287;2957400;0;0;0;6,743719;33,8;0;0;0;0;0;0;4,76179;4,33434;4,12685;4,22181;4,75247;5,13809;-1,3;;;;;;;;
3288;2958300;0;0;0;6,743719;33,8;2,39E+00;1,28E+00;1,84E+00;1,67E+00;1,86E+00;1,83E+00;4,76179;4,33434;4,12685;4,22181;4,75247;5,13809;-1,3;;;;;;;;
3289;2959200;0;0;0;7,391692;37;0;0;0;0;0;0;4,73783;4,31131;4,10556;4,20032;4,72651;5,11021;-1,4;;;;;;;;
3290;2960100;0;0;0;7,391692;37;0;0;0;0;0;0;4,73783;4,31131;4,10556;4,20032;4,72651;5,11021;-1,4;;;;;;;;
3291;2961000;0;0;0;7,391692;37;0;0;0;0;0;0;4,73783;4,31131;4,10556;4,20032;4,72651;5,11021;-1,4;;;;;;;;
3292;2961900;0;0;0;7,391692;37;5,27195856;3,84E+00;3,21E+00;3,76E+00;1,86E+00;1,83E+00;4,73783;4,31131;4,10556;4,20032;4,72651;5,11021;-1,4;;;;;;;;
3293;2962800;0;0;0;8,183659;42,3;0;0;0;0;0;0;3,34512;2,87727;3,63466;3,72679;4,0174;4,25929;-1,3;;;;;;;;
3294;2963700;0;0;0;8,183659;42,3;0;0;0;0;0;0;3,34512;2,87727;3,63466;3,72679;4,0174;4,25929;-1,3;;;;;;;;
3295;2964600;0;0;0;8,183659;42,3;0;0;0;0;0;0;3,34512;2,87727;3,63466;3,72679;4,0174;4,25929;-1,3;;;;;;;;
3296;2965500;0;0;0,00E+00;8,183659;42,3;5,27195856;3,84E+00;3,21E+00;3,76E+00;6,0333486;4,10E+00;3,34512;2,87727;3,63466;3,72679;4,0174;4,25929;-1,3;;;;;;;;
3297;2966400;0;0,00E+00;0,00E+00;8,39965;49,6;0;0;0;0;0;0;2,00149;1,35105;2,76397;2,8519;3,12319;3,27617;-1;;;;;;;;
3298;2967300;0,00E+00;0,00E+00;0,00E+00;8,39965;49,6;0;0;0;0;0;0;2,00149;1,35105;2,76397;2,8519;3,12319;3,27617;-1;;;;;;;;
3299;2968200;0,00E+00;0,00E+00;0,00E+00;8,39965;49,6;0;0;0;0;0;0;2,00149;1,35105;2,76397;2,8519;3,12319;3,27617;-1;;;;;;;;
3300;2969100;1,90E-02;7,70E-03;1,90E-02;8,39965;49,6;3,36E+00;3,41E+00;3,21E+00;3,76E+00;6,0333486;4,10E+00;2,00149;1,35105;2,76397;2,8519;3,12319;3,27617;-1;;;;;;;;
3301;2970000;7,85E-02;3,11E-02;7,85E-02;8,423649;52;0;0;0;0;0;0;2,72461;2,24245;2,92212;3,01458;3,43261;3,71651;-0,7;;;;;;;;
3302;2970900;1,86E-01;7,12E-02;1,86E-01;8,423649;52;0;0;0;0;0;0;2,72461;2,24245;2,92212;3,01458;3,43261;3,71651;-0,7;;;;;;;;
3303;2971800;3,39E-01;1,30E-01;3,39E-01;8,423649;52;0;0;0;0;0;0;2,72461;2,24245;2,92212;3,01458;3,43261;3,71651;-0,7;;;;;;;;
3304;2972700;5,24E-01;2,05E-01;5,24E-01;8,423649;52;2,88E+00;3,41E+00;3,21E+00;3,34E+00;6,0333486;4,10E+00;2,72461;2,24245;2,92212;3,01458;3,43261;3,71651;-0,7;;;;;;;;
3305;2973600;7,22E-01;2,86E-01;7,22E-01;8,471647;50;0;0;0;0;0;0;2,77147;2,31298;2,71719;2,7956;3,26343;3,59359;0,2;;;;;;;;
3306;2974500;9,21E-01;3,69E-01;9,21E-01;8,471647;50;0;0;0;0;0;0;2,77147;2,31298;2,71719;2,7956;3,26343;3,59359;0,2;;;;;;;;
3307;2975400;1,11E+00;4,47E-01;1,11E+00;8,471647;50;0;0;0;0;0;0;2,77147;2,31298;2,71719;2,7956;3,26343;3,59359;0,2;;;;;;;;
3308;2976300;1,29E+00;5,21E-01;1,29E+00;8,471647;50;2,39E+00;3,41E+00;1,84E+00;3,34E+00;1,86E+00;1,83E+00;2,77147;2,31298;2,71719;2,7956;3,26343;3,59359;0,2;;;;;;;;
3309;2977200;1,47E+00;5,98E-01;1,46E+00;8,495646;50;0;0;0;0;0;0;2,77066;2,2616;2,51079;2,55709;3,14077;3,52949;0,9;;;;;;;;
3310;2978100;1,66E+00;6,77E-01;1,61E+00;8,495646;50;0;0;0;0;0;0;2,77066;2,2616;2,51079;2,55709;3,14077;3,52949;0,9;;;;;;;;
3311;2979000;1,83E+00;7,55E-01;1,76E+00;8,495646;50;0;0;0;0;0;0;2,77066;2,2616;2,51079;2,55709;3,14077;3,52949;0,9;;;;;;;;
3312;2979900;1,98E+00;8,23E-01;1,89E+00;8,495646;50;4,31E+00;2,56E+00;1,84E+00;2,50E+00;1,86E+00;1,83E+00;2,77066;2,2616;2,51079;2,55709;3,14077;3,52949;0,9;;;;;;;;
3313;2980800;2,10E+00;8,80E-01;1,99E+00;8,423649;49,1;0;0;0;0;0;0;2,87194;2,38008;2,45058;2,50846;3,10617;3,53035;1,1;;;;;;;;
3314;2981700;2,19E+00;9,28E-01;2,07E+00;8,423649;49,1;0;0;0;0;0;0;2,87194;2,38008;2,45058;2,50846;3,10617;3,53035;1,1;;;;;;;;
3315;2982600;2,27E+00;9,73E-01;2,15E+00;8,423649;49,1;0;0;0;0;0;0;2,87194;2,38008;2,45058;2,50846;3,10617;3,53035;1,1;;;;;;;;
3316;2983500;2,32E+00;1,01E+00;2,21E+00;8,423649;49,1;4,31E+00;2,56E+00;3,21E+00;2,50E+00;3,25E+00;4,10E+00;2,87194;2,38008;2,45058;2,50846;3,10617;3,53035;1,1;;;;;;;;
3317;2984400;2,33E+00;1,03E+00;2,25E+00;8,351652;47,2;0;0;0;0;0;0;3,4938;3,05817;3,0923;3,1689;3,67785;4,07161;1,6;;;;;;;;
3318;2985300;2,34E+00;1,04E+00;2,27E+00;8,351652;47,2;0;0;0;0;0;0;3,4938;3,05817;3,0923;3,1689;3,67785;4,07161;1,6;;;;;;;;
3319;2986200;2,36E+00;1,07E+00;2,32E+00;8,351652;47,2;0;0;0;0;0;0;3,4938;3,05817;3,0923;3,1689;3,67785;4,07161;1,6;;;;;;;;
